,Word,Definition
1817,ground,the solid part of the earth s surface the crust of the globe the firm land
1818,ground,the disintegrated portion of the earth s crust lying upon its surface soil earth
1819,ground,a limited part of the earth s surface a space or tract of country a region
1820,ground,land appropriated to individual ownership or use cultivated land a landed estate or possession specifically the land immediately surrounding or connected with a dwelling house or other building and devoted to its uses commonly in the plural
1821,ground,land appropriated to some special use without reference to ownership as the playing of games as base ball grounds cricket grounds hunting grounds hence also fishing grounds
1822,ground,it was originally without benches and on a level with the stage
1823,ground,in mining same as country
1824,ground,that part of the lode or vein which is being worked or to which reference is made
1825,ground,the basis upon or by means of which a work is executed or upon which it rests for support or display a foundation foil or background
1826,ground,specifically in painting a basis for a picture whether it be of plaster as in distemper or fresco or only a general tone of color spread over the surface of a canvas and intended to show through the overlaid color if transparent or to relieve it if opaque
1827,ground,in sculpture the flat surface from which the figures project said of a work in relief
1828,ground,in etching a coating of varnish applied to a plate as a basis to work upon in mezzotint a roughening of the copper with a cradle for a like purpose
1829,ground,see etching and etching ground
1830,ground,in decorative art the original surface uncolored or colored with a fiat tint only as a preparation for further ornament
1831,ground,thus a background may consist of slight scrollwork fretwork or the like printed upon the ground as in the case of decorative designs of considerable richness figure work flower work and the like
1832,ground,in ceramics the colored surface of the body of a piece upon which painting in enamels or gilding is to be applied
1833,ground,see ground laying and bossing
1834,ground,in lace that part of lace which is not the pattern of two kinds one called the reseau or net and the other the grillage
1835,ground,see these words and lace
1836,ground,in music a cantus firm us or melody proposed for contrapuntal treatment
1837,ground,especially a ground bass which see under bass
1838,ground,in textile manufacturing the principal color to which others are considered as ornamental that part of manufactured articles as tapestry carpeting etc of a uniform color on which the figures are as it were drawn or projected
1839,ground,one of the pieces nailed to lathing to form a guide for the surface of plastering and to serve as a basis for stucco work
1840,ground,the first coat of hard varnish in japanning
1841,ground,that which logically necessitates a given judgment or conclusion a sufficient reason in general a reason or datum of reasoning logical or rational foundation
1842,ground,source origin or cause
1843,ground,plural remnants ends scraps small pieces
1844,ground,plural sediment at the bottom of liquors dregs lees as coffee grounds the grounds of strong beer
1845,ground,in electricity a connection with the earth so that the electricity passes off into it
1846,ground,at the spot or place mentioned at hand
1847,ground,to gain credit prevail become more general or extensive as the opinion gains ground
1848,ground,to lose advantage
1849,ground,to lose credit decline become less in force or extent
1850,ground,pertaining to the ground
1851,ground,belonging to the ground or base hence basic fundamental as the ground form of a word ground facts or principles
1852,ground,pertaining to the soil as ground air
1853,ground,situated on or nearest to the surface of the earth as the ground floor
1854,ground,nautical the lowest range of water casks in the hold of a vessel before the introduction of iron tanks
1855,ground,the lowest range of any material stowed in the hold
1856,ground,to place on a foundation found establish firmly in position
1857,ground,to settle or establish in any way as on reason or principle fix or settle firmly in existence or in thought
1858,ground,to instruct thoroughly in elements or first principles
1859,ground,to lay or set on or in the ground bring to ground or to rest on or as if on the ground
1860,ground,nautical to run ashore or aground cause to strike the ground as to ground a ship
1861,ground,in electricity to connect with the earth as a conductor so that the electricity can pass off to it
1862,ground,to form a ground on or for furnish with a ground or base
1863,ground,to run aground strike the ground and remain fixed as a ship
1864,ground,to come to or strike the ground
1865,ground,to base an opinion or course of action depend
1866,ground,preterit and past participle of grind
1867,ground,to set a color to make a color fast
1868,ground,fix firmly and stably
1869,ground,confine or restrict to the ground
1870,ground,art the surface as a wall or canvas prepared to take the paint for a painting
1871,ground,the part of a scene or picture that lies behind objects in the foreground
1872,ground,a relation that provides the foundation for something
1873,ground,bring to the ground
1874,ground,hit or reach the ground
1875,ground,a rational motive for a belief or action
1876,ground,place or put on the ground
1877,ground,a position to be won or defended in battle or as if in battle
1878,ground,instruct someone in the fundamentals of a subject
1879,ground,hit onto the ground
1880,ground,the loose soft material that makes up a large part of the land surface
1881,ground,a relatively homogeneous percept extending back of the figure on which attention is focused
1882,ground,the solid part of the earth s surface
1883,ground,a connection between an electrical device and a large conducting body such as the earth which is taken to be at zero voltage
1884,ground,throw to the ground in order to stop play and avoid being tackled behind the line of scrimmage
1885,ground,the first or preliminary coat of paint or size applied to a surface
1886,ground,hit a groundball
1887,ground,use as a basis for found on
1888,ground,cover with a primer apply a primer to
1889,ground,material in the top layer of the surface of the earth in which plants can grow especially with reference to its quality or use
1890,ground,connect to a ground
1891,ground,the first or preliminary coat of paint or size applied to a surface
1892,tricker,one who tricks
1892,tricker, a trickster.
1893,tricker,a trigger.
1894,burled,of burl
1895,digging,of dig
1896,digging,the act or the place of excavating.
1897,digging,places where ore is dug
1897,digging, especially  certain localities in california australia and elsewhere at which gold is obtained.
1898,digging,region
1898,digging, locality.
1899,ethule,ethyl.
1900,obstructionist,one who hinders progress
1900,obstructionist, one who obstructs business  as in a legislative body.
1901,obstructionist,of or pertaining to obstructionists.
1902,streptococcus,a long or short chain of micrococci  more or less curved.
1903,thuja,a genus of evergreen trees  thickly branched remarkable for the distichous arrangement of their branches and having scalelike closely imbricated or compressed leaves.
1904,thuja,red cedar
1905,record-keeper,someone responsible for keeping records
1907,conferruminated,closely united by the coalescence  or sticking together of contiguous faces as in the case of the cotyledons of the live-oak acorn.
1908,distract,to cause to turn away from the original focus of attention or interest divert
1909,distract,to pull in conflicting emotional directions unsettle
1910,distract,to divert the attention of
1911,distract,separated drawn asunder
1912,distract,insane mad
1913,distract,to draw apart or away to divide to disjoin
1914,distract,to draw the sight mind or attention in different directions to perplex to confuse
1915,distract,to agitate by conflicting passions or by a variety of motives or of cares to confound to harass
1916,distract,to unsettle the reason of to render insane to craze to madden most frequently used in the participle distracted
1917,distract,to draw apart pull in different directions and separate divide
1918,distract,to turn or draw away from any object divert from any point toward another point or toward various other objects as to distract a person s attention from his occupation
1919,distract,to cause distraction in draw in different directions or toward different objects confuse by diverse or opposing considerations perplex bewilder as to distract the mind with cares
1920,distract,to disorder the reason of derange render frantic or mad
1921,distract,distracted frantic deranged same as distraught
1922,distract,draw someone s attention away from something
1923,distract,disturb in mind or make uneasy or cause to be worried or alarmed
1924,distract,disturb in mind or make uneasy or cause to be worried or alarmed
1925,meagrely,poorly
1925,meagrely, thinly.
1926,lushly,in a lush way
1927,lushly,laxly slackly
1928,iis,the most notorious and possibly the most important arm of iraq s security system
1929,gerbera,genus of south african or asiatic herbs: african daisies
1930,trespassing,of trespass
1932,alphabetical,pertaining to  furnished with expressed by or in the order of the letters of the alphabet
1932,alphabetical, as alphabetic characters writing languages arrangement.
1933,alphabetical,literal.
1934,allen,a soldier of the american revolution whose troops helped capture fort ticonderoga from the british (1738-1789)
1935,valueless,being of no value
1935,valueless, having no worth.
1936,duncan,united states dancer and pioneer of modern dance (1878-1927)
1937,geothermal,of or relating to the internal heat of the earth
1938,geothermal,pertaining to heat energy extracted from reservoirs in the earth s interior
1939,geothermal,geothermic
1940,geothermal,a line connecting places having the same temperature at a given depth below the earth s surface
1941,geothermal,strong geothermic degree strong see degree
1942,geothermal,of or relating to the heat in the interior of the earth
1943,geothermal,of or relating to the heat in the interior of the earth
1945,slothhound,see sleuthhound.
1946,craniums,of cranium
1947,chivalry,a body or order of cavaliers or knights serving on horseback
1947,chivalry, illustrious warriors  collectively
1947,chivalry, cavalry.
1948,chivalry,the dignity or system of knighthood
1948,chivalry, the spirit  usages or manners of knighthood
1948,chivalry, the practice of knight-errantry.
1949,chivalry,the qualifications or character of knights  as valor dexterity in arms courtesy etc.
1950,chivalry,a tenure of lands by knight's service
1950,chivalry, that is  by the condition of a knight's performing service on horseback or of performing some noble or military service to his lord.
1951,chivalry,exploit.
1952,meconinic,pertaining to  or designating an acid which occurs in opium and which may be obtained by oxidizing narcotine.
1953,baby-like,like a baby
1954,corgi,a welsh corgi
1955,corgi,a breed of small dog having short legs and fox like features
1956,corgi,either of two welsh breeds of long bodied short legged dogs with erect ears and a foxlike head
1957,corgi,either of two welsh breeds of long bodied short legged dogs with erect ears and a fox like head
1958,corgi,either of two welsh breeds of long-bodied short-legged dogs with erect ears and a fox-like head
1959,nidulariales,small order of basidiomycetous fungi comprising families nidulariaceae and sphaerobolaceae
1960,saneness,the state of being sane
1960,saneness, sanity.
1961,nepeta,a genus of labiate plants including the catnip and ground ivy
1962,nepeta,a genus of labiate plants type of the tribe nepeteæ known by the tubular calyx and anther cells diverging or divaricate
1963,nepeta,catmint
1964,nepeta,nepeta is a genus of about species of flowering plants in the family lamiaceae
1965,nepeta,the members of this group are known as catnip or catmint because of their famed effect on cats
1966,chulan,the fragrant flowers of the chloranthus inconspicuus  used in china for perfuming tea.
1967,ricky,a diminutive of the male given name richard
1969,millstone,one of a pair of heavy flat disk-shaped stones that are rotated against one another to grind the grain
1970,laundrymen,of laundryman
1971,rigged,of rig
1972,despondingly,in a desponding manner.
1973,bandaging,of bandage
1975,jewison,canadian filmmaker (born in 1926)
1977,pyet,a magpie
1977,pyet, a piet.
1978,conformism,a willingness to conform conformity
1979,conformism,orthodoxy in thoughts and belief
1980,conformism,orthodoxy in thoughts and belief
1981,conformism,orthodoxy in thoughts and belief
1982,heyrovsky,czechoslovakian chemist who developed polarography (1890-1967)
1985,pattemar,see patamar.
1986,mantidae,mantises
1987,killer,predatory black-and-white toothed whale with large dorsal fin
1987,killer, common in cold seas
1988,scowl,to wrinkle the brows  as in frowning or displeasure
1988,scowl, to put on a frowning look
1988,scowl, to look sour sullen severe or angry.
1989,scowl,hence  to look gloomy dark or threatening
1989,scowl, to lower.
1990,scowl,to look at or repel with a scowl or a frown.
1991,scowl,to express by a scowl
1991,scowl, as  to scowl defiance.
1992,scowl,the wrinkling of the brows or face in frowing
1992,scowl, the expression of displeasure  sullenness or discontent in the countenance
1992,scowl, an angry frown.
1993,scowl,hence  gloom
1993,scowl, dark or threatening aspect.
1995,unlive,to //ve in a contrary manner  as a life
1995,unlive, to live in a manner contrary to.
1996,mailing,something sent by mail
1997,mailing,a batch of mail dispatched at one time by a sender
1998,mailing,an act of sending mail
1999,mailing,present participle of mail
2000,mailing,a farm
2001,mailing,the act or process of sending materials through the mail
2002,mailing,a quantity of mail such as letters magazines advertising brochures etc sent at one time by one person or organization
2003,mailing,linked mail in general
2004,mailing,the conventional device adopted as in early monuments of art to give the idea of a garment of mail
2005,mailing,a piece of land for which rent or feu duty is paid a farm
2006,mailing,mail sent by a sender at one time
2007,mailing,the transmission of a letter
2008,mailing,the transmission of a letter
2011,jeropigia,see geropigia.
2012,impuissant,weak
2012,impuissant, impotent
2012,impuissant, feeble.
2013,comfortment,act or process of administering comfort.
2014,limes,a spiny evergreen shrub or tree citrus aurantifolia native to asia and having leathery leaves fragrant white flowers and edible fruit
2015,limes,the egg shaped fruit of this plant having a green rind and acid juice used as flavoring
2016,limes,see linden
2017,limes,see calcium oxide
2018,limes,any of various mineral and industrial forms of calcium oxide differing chiefly in water content and percentage of constituents such as silica alumina and iron
2019,limes,also called quicklime
2020,limes,birdlime
2021,limes,to treat with lime
2022,limes,to smear with birdlime
2023,limes,to catch or snare with or as if with birdlime
2024,limes,a green citrus fruit somewhat smaller and sharper tasting than a lemon
2025,limes,any of the trees that bear limes especially citrus aurantiifolia
2026,limes,a light somewhat yellowish green colour associated with the fruits of a lime tree
2027,limes,containing lime or lime juice
2028,limes,having the aroma or flavor of lime
2029,limes,lime green
2030,limes,a general term for inorganic materials containing calcium usually calcium oxide or calcium hydroxide quicklime
2031,limes,any gluey or adhesive substance something which traps or captures someone sometimes a synonym for birdlime
2032,limes,to treat with calcium hydroxide or calcium oxide lime
2033,limes,to smear with birdlime
2034,limes,to apply limewash
2035,limes,a deciduous tree of the genus tilia especially tilia europaea the linden tree or its wood
2036,limes,a fan fiction story that stops short of full explicit descriptions of sexual activity a story characterized by pg level explicitness or one that approaches an intimate scene and then goes off camera with the intimacy left to the reader s imagination
2037,limes,having a yellowish green color like that of the lime the fruit
2038,limes,a thong by which a dog is led a leash
2039,limes,the fruit of the citrus aurantifolia allied to the lemon but greener in color also the tree which bears it
2040,limes,the color of the lime a yellowish green
2041,limes,birdlime
2042,limes,oxide of calcium cao the white or gray caustic substance usually called quicklime obtained by calcining limestone or shells the heat driving off carbon dioxide and leaving lime
2043,limes,it develops great heat when treated with water forming slaked lime and is an essential ingredient of cement plastering mortar etc
2044,limes,to smear with a viscous substance as birdlime
2045,limes,to entangle to insnare
2046,limes,to treat with lime or oxide or hydrate of calcium to manure with lime
2047,limes,to cement
2048,limes,to smear with a viscous substance for the purpose of catching birds
2049,limes,hence to entangle insnare encumber
2050,limes,to apply lime to in a special use to manure with lime as soil throw lime into as a pond or stream to kill the fish in it
2051,limes,to sprinkle with slaked lime as a floor treat with lime in leather manufacturing to steep hides in a solution of lime in order to remove the hair
2052,limes,to cement
2053,limes,a tree of the genus tilia natural order tiliaceæ the linden
2054,limes,of or pertaining to the tree so called
2055,limes,to file polish
2056,limes,any viscous substance especially a viscous substance laid on twigs for catching birds bird lime
2057,limes,an alkaline earth of great economic importance
2058,limes,a tree a variety of citrus medica
2059,limes,the fruit of the lime tree
2060,limes,a cord for leading a dog a leash
2061,limes,hence limer limmer limehound
2062,limes,limit end
2063,limes,in leather manufacturing a vat containing a solution of lime for unhairing skins
2064,limes,citrus australasica a small tree of eastern australia bearing slender thorns and ellipsoid or almost cylindrical fruits inches long tasting like lemons
2065,limes,the finger lime
2066,limes,an evergreen tree citrus australis which reaches a height of from to feet and bears globular acid fruits about the size of walnuts
2067,limes,its beautiful light yellow wood is hard close grained and takes a high polish
2068,limes,called also native orange
2069,limes,a white crystalline oxide used in the production of calcium hydroxide
2070,limes,a sticky adhesive that is smeared on small branches to capture small birds
2071,limes,a caustic substance produced by heating limestone
2072,limes,the green acidic fruit of any of various lime trees
2073,limes,any of various related trees bearing limes
2074,limes,cover with lime so as to induce growth
2075,limes,spread birdlime on branches to catch birds
2076,limes,any of various deciduous trees of the genus tilia with heart shaped leaves and drooping cymose clusters of yellowish often fragrant flowers several yield valuable timber
2077,limes,if you were looking for the fruit see lime
2078,limes,for the mathematical concept see mathematical analysis limes lrb plural form limites rrb is the name of a fortification at the border of the roman empire
2079,limes,there were many such fortifications
2080,limes,the latin word has a number of meanings but the most common one is border
2081,limes,therefore it was used by roman writers to describe paths walls boundary stones rivers marking a boundary et cetera
2082,colza,a variety of cabbage (brassica oleracea)  cultivated for its seeds which yield an oil valued for illuminating and lubricating purposes
2082,colza, summer rape.
2085,interleave,to insert a leaf or leaves in
2085,interleave, to bind with blank leaves inserted between the others
2085,interleave, as  to interleave a book.
2086,cnidae,of cnida
2087,ragi,see finger millet
2088,ragi,see ragee
2089,ragi,east indian cereal grass whose seed yield a somewhat bitter flour a staple in the orient
2090,ragi,"east indian cereal grass whose seed yield a somewhat bitter flour, a staple in the orient"
2091,salmiac,sal ammoniac. see under sal.
2092,forcipate,alt. of forcipated
2093,mothery,consisting of  containing or resembling mother (in vinegar).
2095,fructed,bearing fruit
2095,fructed, -- said of a tree or plant so represented upon an escutcheon.
2097,scholarity,scholarship.
2098,enarration,a detailed exposition
2098,enarration, relation.
2099,off-the-clock,overtime without extra compensation
2100,melissa,a genus of labiate herbs  including the balm or bee balm (melissa officinalis).
2101,melissa,a genus of old world mints of the family labiatae
2103,decimalism,the system of a decimal currency  decimal weights measures etc.
2105,reform-minded,favoring or promoting reform (often by government action)
2107,perpetrator,someone who perpetrates wrongdoing
2108,henbit,a weed of the genus lamium (l. amplexicaule) with deeply crenate leaves.
2111,cuddy,nautical a small cabin or the cook s galley on a ship
2112,cuddy,a small room cupboard or closet
2113,cuddy,scots a donkey
2114,cuddy,scots a fool a dolt
2115,cuddy,a cabin for the use of the captain in the after part of a sailing ship under the poop deck
2116,cuddy,a small cupboard or closet
2117,cuddy,a donkey
2118,cuddy,a pony that works in a mine
2119,cuddy,the coalfish pollachius carbonarius
2120,cuddy,an ass esp one driven by a huckster or greengrocer
2121,cuddy,a blockhead a lout
2122,cuddy,a lever mounted on a tripod for lifting stones leveling up railroad ties etc
2123,cuddy,a small cabin also the galley or kitchen of a vessel
2124,cuddy,the coalfish pollachius carbonarius
2125,cuddy,an ass a donkey
2126,cuddy,a stupid or silly fellow a clown
2127,cuddy,a lever mounted on a tripod for lifting stones leveling up railroad ties etc a lever jack
2128,cuddy,nautical a room or cabin a baft and under the poop deck in which the officers and cabin passengers take their meals also a sort of cabin or cook room in lighters barges etc in small boats a locker
2129,cuddy,hence any small cupboard or storehouse for odds and ends
2130,cuddy,a name of the coalfish
2131,cuddy,the gallinule gallinula chloropus
2132,cuddy,a counterweight a loaded truck used to balance the car on an incline
2133,cuddy,nautical a platform in the stern of a fishing boat on which a drift net is carried when not in use
2134,cuddy,the galley or pantry of a small ship
2135,cuddy,the galley or pantry of a small ship
2136,volleying,of volley
2137,mesenchyma,the part of the mesoblast which gives rise to the connective tissues and blood.
2138,thwartly,transversely
2138,thwartly, obliquely.
2139,indicative,pointing out
2139,indicative, bringing to notice
2139,indicative, giving intimation or knowledge of something not visible or obvious.
2140,indicative,suggestive
2140,indicative, representing the whole by a part  as a fleet by a ship a forest by a tree etc.
2141,indicative,the indicative mood.
2143,metacinnabarite,sulphide of mercury in isometric form and black in color.
2144,funuless,destitute of funds.
2145,firry,made of fir
2145,firry, abounding in firs.
2146,turncoat,a disloyal person who betrays or deserts his cause or religion or political party or friend etc.
2148,flagon,a vessel with a narrow mouth  used for holding and conveying liquors. it is generally larger than a bottle and of leather or stoneware rather than of glass.
2150,hate,to have a great aversion to  with a strong desire that evil should befall the person toward whom the feeling is directed
2150,hate, to dislike intensely
2150,hate, to detest
2150,hate, as to hate one's enemies
2150,hate, to hate hypocrisy.
2151,hate,to be very unwilling
2151,hate, followed by an infinitive  or a substantive clause with that
2151,hate, as to hate to get into debt
2151,hate, to hate that anything should be wasted.
2152,hate,to love less  relatively.
2153,hate,strong aversion coupled with desire that evil should befall the person toward whom the feeling is directed
2153,hate, as exercised toward things  intense dislike
2153,hate, hatred
2153,hate, detestation
2153,hate, -- opposed to love.
2154,handclap,a beating together of the palms of the hands to indicate applause attract attention or provide a rhythmic accompaniment to music
2155,handclap,a single clap of the hands
2156,handclap,a clap of the hands to indicate approval
2157,handclap,a clap of the hands to indicate approval
2159,contiguity,the state of being contiguous
2159,contiguity, intimate association
2159,contiguity, nearness
2159,contiguity, proximity.
2161,taker,one who takes a bet or wager
2162,deshi,a member of a heya stable trained by its shisho
2163,deshi,disciple mentee follower
2164,parceled,of parcel
2166,ballard,a surname
2167,ballard,a bald headed person a baldhead
2168,ballard,a kind of musical instrument
2169,psaltery,a stringed instrument of music used by the hebrews  the form of which is not known.
2171,beleaguered,of beleaguer
2172,ceftin,a cephalosporin that can be given parenterally (trade name zinacef) or orally by tablets (trade name ceftin)
2172,ceftin, indicated for infections of the lungs or throat or ears or urinary tract or meninges
2174,titbit,same as tidbit.
2175,ule,a mexican and central american tree (castilloa elastica and c. markhamiana) related to the breadfruit tree. its milky juice contains caoutchouc. called also ule tree.
2176,oophoritis,ovaritis.
2177,prayerful,inclined or given to praying frequently devout
2178,prayerful,typical or indicative of prayer as a mannerism gesture or facial expression
2179,prayerful,given to prayer praying much or often devotional
2180,prayerful,praying much devout
2181,prayerful,devotional given to prayer occupied with prayer as a prayerful spirit
2182,prayerful,disposed to pray or appearing to pray
2183,prayerful,disposed to pray or appearing to pray
2184,housebreak,train (a pet) to live cleanly in a house
2185,dark-coated,covered with dark hair
2186,unequivocal,admitting of no doubt or misunderstanding clear and unambiguous an unequivocal success
2187,unequivocal,unambiguous without equivocation or ambiguity singularly clear unmistakable or unquestionable
2188,unequivocal,without equal matchless
2189,unequivocal,can we verify this sense
2190,unequivocal,not equivocal not doubtful not ambiguous evident sincere plain
2191,unequivocal,not equivocal in any sense
2192,unequivocal,admitting of no doubt or misunderstanding having only one meaning or interpretation and leading to only one conclusion
2193,unequivocal,clearly defined or formulated
2194,unequivocal,admitting of no doubt or misunderstanding
2194,unequivocal, having only one meaning or interpretation and leading to only one conclusion
2195,overexpose,to expose too long or too much don t overexpose the children to television
2196,overexpose,to expose a photographic film or plate too long or with too much light
2197,overexpose,to expose excessively
2198,overexpose,of a famous person to provide excessive publicity publication or reporting regarding that person
2199,overexpose,to expose of film to light during the development process for a longer time than is required to accurately produce the image
2200,overexpose,to expose excessively
2201,overexpose,in photography and radiography to expose too long to light or other radiation
2202,overexpose,expose to too much light
2203,overexpose,expose excessively
2204,overexpose,expose excessively
2205,cakile,small genus of succulent annual herbs found on sandy shores of north america and europe
2206,melodramatically,in a melodramatic manner
2207,melodramatically,in a melodramatic manner with exaggerated speech or action
2208,melodramatically,as in a melodrama
2209,melodramatically,in an overly emotional manner
2210,melodramatically,in an overly emotional manner
2212,gesticulate,to make gestures or motions  as in speaking
2212,gesticulate, to use postures.
2213,gesticulate,to represent by gesture
2213,gesticulate, to act.
2214,mutt,informal a mongrel dog
2215,mutt,informal a stupid person a dolt
2216,mutt,a mongrel dog a dog of mixed breed or uncertain origin
2217,mutt,a person of diverse ancestry
2218,mutt,as a term of abuse an idiot a stupid person
2219,mutt,an dog that is of inferior quality or of mixed breed
2220,mutt,an inferior dog or one of mixed breed
2221,mutt,an inferior dog or one of mixed breed
2222,druggist,a pharmacist
2223,druggist,one who sells drugs
2224,druggist,a manufacturer and vendor of drugs and medicines
2225,druggist,one who deals in drugs especially one who buys and sells drugs without compounding them one who owns or operates a drugstore
2226,druggist,one who compounds drugs or distributes drugs into containers for distribution to customers a pharmacist or apothecary
2227,druggist,one who deals in drugs one whose occupation is the buying and selling of drugs
2228,druggist,specifically
2229,druggist,one who compounds or pre pares drugs according to medical prescriptions an apothecary or pharmacist a dispensing chemist
2230,druggist,a health professional trained in the art of preparing and dispensing drugs
2231,druggist,a health professional trained in the art of preparing and dispensing drugs
2234,ixodidae,hard ticks
2235,muggle,a marijuana cigarette a joint
2236,muggle,hot chocolate
2237,muggle,a person who has no magical abilities
2238,muggle,a person who lacks a skill or is not a member of the group
2239,muggle,in geocaching to remove deface or destroy a geocache
2240,muggle,to be restless
2241,muggle,a contest between drinkers to decide which of them can drink the most
2242,muggle,a marijuana cigarette a joint
2243,muggle,hot chocolate
2244,muggle,a person who has no magical abilities
2245,muggle,a person who lacks a skill or is not a member of the group
2246,muggle,in geocaching to remove deface or destroy a geocache
2247,muggle,to be restless
2248,muggle,a contest between drinkers to decide which of them can drink the most
2249,garb,a distinctive style or form of clothing dress clerical garb
2250,garb,an outward appearance a guise presented their radical ideas in the garb of moderation
2251,garb,to cover with or as if with clothing dress
2252,garb,a guise external appearance
2253,garb,to dress in garb
2254,garb,a wheat sheaf
2255,garb,a measure of arrows in the middle ages
2256,garb,clothing in general
2257,garb,the whole dress or suit of clothes worn by any person especially when indicating rank or office
2258,garb,costume fashion
2259,garb,external appearance as expressive of the feelings or character looks fashion or manner as of speech
2260,garb,a sheaf of grain wheat unless otherwise specified
2261,garb,to clothe array deck
2262,garb,to dress clothe array
2263,garb,outward appearance manner of speech dress deportment etc mien demeanor hence mode manner fashion style of doing anything
2264,garb,fashion or mode of dress or the dress itself dress costume especially as befitting or peculiar to some particular position or station in life or characteristic of a class or period as dressed in his official garb in the garb of old gaul
2265,garb,strong synonyms strong apparel garments raiment attire habiliments costume
2266,garb,a sheaf or bundle as of grain or arrows obsolete except in certain specific applications
2267,garb,clothing of a distinctive style or for a particular occasion
2268,garb,provide with clothes or put clothes on
2269,garb,clothing of a distinctive style or for a particular occasion
2270,canonical,of relating to or required by canon law
2271,canonical,of or appearing in the biblical canon
2272,canonical,conforming to orthodox or well established rules or patterns as of procedure
2273,canonical,of or belonging to a cathedral chapter
2274,canonical,of or relating to a literary canon a canonical writer like keats
2275,canonical,music having the form of a canon
2276,canonical,present in a canon religious or otherwise
2277,canonical,according to recognised or orthodox rules
2278,canonical,stated or used in the most basic and straightforwardly applicable manner
2279,canonical,prototypical
2280,canonical,in conformity with canon law
2281,canonical,in the form of a canon
2282,canonical,of or pertaining to an ecclesiastical chapter
2283,canonical,in canonical form
2284,canonical,the formal robes of a priest
2285,canonical,of the nature of or constituting a canon or rule accepted as a norm or rule as canonical writings
2286,canonical,forming a part of the sacred canon
2287,canonical,conformed or conforming to rule fixed or determined by rule specifically regulated by or in accordance with the canons of the church authorized as canonical age canonical hours
2288,canonical,canonicæ vestes canonicals the dress or habit prescribed by canon to be worn by the clergy when they officiate hence the prescribed official costume or decoration of any functionary as in english usage the pouch on the gown of an m d the coif of a serjeant at law the lambskin on the hood of a b
2289,canonical,a the strings of an oxford undergraduate the tippet on a barrister s gown proctors and subproctors tippets etc
2290,canonical,appearing in a biblical canon
2291,canonical,of or relating to or required by canon law
2292,canonical,conforming to orthodox or recognized rules
2293,canonical,reduced to the simplest and most significant form possible without loss of generality
2294,canonical,conforming to orthodox or recognized rules
2294,canonical, - sinclair lewis
2295,earthmoving,designed to move large quantities of earth or rubble for civil engineering or building purposes
2296,earthmoving,of great significance
2297,fast,to abstain from food
2297,fast, to omit to take nourishment in whole or in part
2297,fast, to go hungry.
2298,fast,to practice abstinence as a religious exercise or duty
2298,fast, to abstain from food voluntarily for a time  for the mortification of the body or appetites or as a token of grief or humiliation and penitence.
2299,fast,abstinence from food
2299,fast, omission to take nourishment.
2300,fast,voluntary abstinence from food  for a space of time as a spiritual discipline or as a token of religious humiliation.
2301,fast,a time of fasting  whether a day week or longer time
2301,fast, a period of abstinence from food or certain kinds of food
2301,fast, as an annual fast.
2302,fast,firmly fixed
2302,fast, closely adhering
2302,fast, made firm
2302,fast, not loose  unstable or easily moved
2302,fast, immovable
2302,fast, as to make fast the door.
2303,fast,firm against attack
2303,fast, fortified by nature or art
2303,fast, impregnable
2303,fast, strong.
2304,fast,firm in adherence
2304,fast, steadfast
2304,fast, not easily separated or alienated
2304,fast, faithful
2304,fast, as  a fast friend.
2305,fast,permanent
2305,fast, not liable to fade by exposure to air or by washing
2305,fast, durable
2305,fast, lasting
2305,fast, as  fast colors.
2306,fast,tenacious
2306,fast, retentive.
2307,fast,not easily disturbed or broken
2307,fast, deep
2307,fast, sound.
2308,fast,moving rapidly
2308,fast, quick in mition
2308,fast, rapid
2308,fast, swift
2308,fast, as  a fast horse.
2309,fast,given to pleasure seeking
2309,fast, disregardful of restraint
2309,fast, reckless
2309,fast, wild
2309,fast, dissipated
2309,fast, dissolute
2309,fast, as  a fast man
2309,fast, a fast liver.
2310,fast,in a fast  fixed or firmly established manner
2310,fast, fixedly
2310,fast, firmly
2310,fast, immovably.
2311,fast,in a fast or rapid manner
2311,fast, quickly
2311,fast, swiftly
2311,fast, extravagantly
2311,fast, wildly
2311,fast, as  to run fast
2311,fast, to live fast.
2312,fast,that which fastens or holds
2312,fast, especially  (naut.) a mooring rope hawser or chain
2312,fast, -- called according to its position a bow head quarter breast or stern fast
2312,fast, also a post on a pier around which hawsers are passed in mooring.
2313,fast,the shaft of a column  or trunk of pilaster.
2314,plectile,woven
2314,plectile, plaited.
2315,polyzoan,any species of polyzoa
2315,polyzoan, one of the polyzoa.
2316,polyzoan,a polyzoon.
2320,urrhodin,indigo red  a product of the decomposition or oxidation of indican. it is sometimes found in the sediment of pathological urines. it is soluble in ether or alcohol giving the solution a beautiful red color. also called indigrubin.
2321,taxable,subject to taxation taxable income
2322,taxable,one that is subject to taxation taxables such as cigarettes and liquor
2323,taxable,subject to taxation
2324,taxable,something on which tax must be paid
2325,taxable,capable of being taxed liable by law to the assessment of taxes
2326,taxable,that may be legally charged by a court against the plaintiff of defendant in a suit
2327,taxable,subject or liable to taxation
2328,taxable,allowable according to law as certain costs or disbursements of an action in court
2329,taxable,a person or thing subject to taxation especially a person subject to a poll tax
2330,taxable,of goods or funds subject to taxation
2331,taxable,(of goods or funds) subject to taxation
2333,gobies,of goby
2335,bodged,of bodge
2336,enzyme,an unorganized or unformed ferment  in distinction from an organized or living ferment
